Id,EntryTime,ExitTime,EntryPrice,ExitPrice,Qty,TradePL,BaseStrategy,EntrySide,HoldMins,Commission,NetPL,GrossPL,Direction,Session
932,,2025-04-22 16:15:00,,,-1.0,176.25,SuperSignal_v6,Sell to Close,,4.04,172.21,176.25,Unknown,Unknown
934,,2025-04-23 05:45:00,,,1.0,-86.25,EMA_Inversion_33,Buy to Close,,4.04,-90.29,-86.25,Unknown,Unknown
936,,2025-04-23 06:00:00,,,-1.0,42.5,EMA_Inversion_33,Sell to Close,,4.04,38.46,42.5,Unknown,Unknown
938,,2025-04-23 07:30:00,,,1.0,-60.0,EMA_Inversion_33,Buy to Close,,4.04,-64.04,-60.0,Unknown,Unknown
940,,2025-04-23 08:15:00,,,-1.0,-5.0,EMA_Inversion_33,Sell to Close,,4.04,-9.04,-5.0,Unknown,Unknown
942,,2025-04-23 09:15:00,,,1.0,-17.5,EMA_Inversion_33,Buy to Close,,4.04,-21.54,-17.5,Unknown,Unknown
944,,2025-04-23 09:30:00,,,-1.0,40.0,EMA_Inversion_33,Sell to Close,,4.04,35.96,40.0,Unknown,Unknown
946,,2025-04-23 15:30:00,,,1.0,290.0,SuperSignal_v6,Buy to Close,,4.04,285.96,290.0,Unknown,Unknown
948,,2025-04-24 06:15:00,,,-1.0,-7.5,EMA_Inversion_33,Sell to Close,,4.04,-11.54,-7.5,Unknown,Unknown
950,,2025-04-24 07:15:00,,,1.0,-66.25,EMA_Inversion_33,Buy to Close,,4.04,-70.29,-66.25,Unknown,Unknown
952,,2025-04-24 07:30:00,,,-1.0,-26.25,EMA_Inversion_33,Sell to Close,,4.04,-30.29,-26.25,Unknown,Unknown
954,,2025-04-24 07:45:00,,,1.0,28.75,EMA_Inversion_33,Buy to Close,,4.04,24.71,28.75,Unknown,Unknown
956,,2025-04-24 08:00:00,,,-1.0,25.0,EMA_Inversion_33,Sell to Close,,4.04,20.96,25.0,Unknown,Unknown
958,,2025-04-24 09:30:00,,,1.0,-120.0,EMA_Inversion_33,Buy to Close,,4.04,-124.04,-120.0,Unknown,Unknown
960,,2025-04-24 10:30:00,,,-1.0,251.25,SuperSignal_v6,Sell to Close,,4.04,247.21,251.25,Unknown,Unknown
962,,2025-04-25 05:00:00,,,1.0,18.75,EMA_Inversion_33,Buy to Close,,4.04,14.71,18.75,Unknown,Unknown
964,,2025-04-25 07:15:00,,,-1.0,-146.25,EMA_Inversion_33,Sell to Close,,4.04,-150.29,-146.25,Unknown,Unknown
966,,2025-04-25 07:30:00,,,1.0,-25.0,EMA_Inversion_33,Buy to Close,,4.04,-29.04,-25.0,Unknown,Unknown
968,,2025-04-25 13:30:00,,,-1.0,192.5,SuperSignal_v6,Sell to Close,,4.04,188.46,192.5,Unknown,Unknown
970,,2025-04-25 16:45:00,,,-1.0,127.5,SuperSignal_v6,Sell to Close,,4.04,123.46,127.5,Unknown,Unknown
972,,2025-04-28 07:00:00,,,1.0,42.5,EMA_Inversion_33,Buy to Close,,4.04,38.46,42.5,Unknown,Unknown
974,,2025-04-28 07:30:00,,,-1.0,45.0,EMA_Inversion_33,Sell to Close,,4.04,40.96,45.0,Unknown,Unknown
976,,2025-04-28 11:30:00,,,1.0,110.0,SuperSignal_v6,Buy to Close,,4.04,105.96,110.0,Unknown,Unknown
978,,2025-04-29 04:15:00,,,1.0,55.0,EMA_Inversion_33,Buy to Close,,4.04,50.96,55.0,Unknown,Unknown
980,,2025-04-29 04:30:00,,,-1.0,33.75,EMA_Inversion_33,Sell to Close,,4.04,29.71,33.75,Unknown,Unknown
982,,2025-04-29 06:45:00,,,1.0,65.0,EMA_Inversion_33,Buy to Close,,4.04,60.96,65.0,Unknown,Unknown
984,,2025-04-29 13:00:00,,,-1.0,-15.0,SuperSignal_v6,Sell to Close,,4.04,-19.04,-15.0,Unknown,Unknown
986,,2025-04-29 14:00:00,,,-1.0,105.0,SuperSignal_v6,Sell to Close,,4.04,100.96,105.0,Unknown,Unknown
988,,2025-04-30 06:45:00,,,1.0,41.25,EMA_Inversion_33,Buy to Close,,4.04,37.21,41.25,Unknown,Unknown
990,,2025-04-30 14:15:00,,,-1.0,2.5,SuperSignal_v6,Sell to Close,,4.04,-1.54,2.5,Unknown,Unknown
992,,2025-04-30 16:00:00,,,-1.0,138.75,SuperSignal_v6,Sell to Close,,4.04,134.71,138.75,Unknown,Unknown
994,,2025-05-01 09:00:00,,,1.0,38.75,EMA_Inversion_33,Buy to Close,,4.04,34.71,38.75,Unknown,Unknown
996,,2025-05-01 09:30:00,,,-1.0,27.5,EMA_Inversion_33,Sell to Close,,4.04,23.46,27.5,Unknown,Unknown
998,,2025-05-01 10:15:00,,,1.0,-26.25,SuperSignal_v6,Buy to Close,,4.04,-30.29,-26.25,Unknown,Unknown
1000,,2025-05-01 12:30:00,,,-1.0,-126.25,SuperSignal_v6,Sell to Close,,4.04,-130.29,-126.25,Unknown,Unknown
1002,,2025-05-01 16:00:00,,,-1.0,-78.75,SuperSignal_v6,Sell to Close,,4.04,-82.79,-78.75,Unknown,Unknown
1004,,2025-05-02 08:45:00,,,-1.0,100.0,EMA_Inversion_33,Sell to Close,,4.04,95.96,100.0,Unknown,Unknown
1006,,2025-05-05 04:45:00,,,1.0,37.5,EMA_Inversion_33,Buy to Close,,4.04,33.46,37.5,Unknown,Unknown
1008,,2025-05-05 12:15:00,,,-1.0,142.5,SuperSignal_v6,Sell to Close,,4.04,138.46,142.5,Unknown,Unknown
1010,,2025-05-06 09:30:00,,,-1.0,-185.0,EMA_Inversion_33,Sell to Close,,4.04,-189.04,-185.0,Unknown,Unknown
1012,,2025-05-06 10:15:00,,,1.0,-65.0,SuperSignal_v6,Buy to Close,,4.04,-69.04,-65.0,Unknown,Unknown
1014,,2025-05-06 12:15:00,,,-1.0,127.5,SuperSignal_v6,Sell to Close,,4.04,123.46,127.5,Unknown,Unknown
1016,,2025-05-06 16:15:00,,,-1.0,-97.5,SuperSignal_v6,Sell to Close,,4.04,-101.54,-97.5,Unknown,Unknown
1018,,2025-05-07 05:00:00,,,-1.0,25.0,EMA_Inversion_33,Sell to Close,,4.04,20.96,25.0,Unknown,Unknown
1020,,2025-05-07 08:15:00,,,1.0,78.75,EMA_Inversion_33,Buy to Close,,4.04,74.71,78.75,Unknown,Unknown
1022,,2025-05-07 11:00:00,,,-1.0,-38.75,SuperSignal_v6,Sell to Close,,4.04,-42.79,-38.75,Unknown,Unknown
1024,,2025-05-07 13:00:00,,,1.0,-142.5,SuperSignal_v6,Buy to Close,,4.04,-146.54,-142.5,Unknown,Unknown
1026,,2025-05-07 14:15:00,,,1.0,97.5,SuperSignal_v6,Buy to Close,,4.04,93.46,97.5,Unknown,Unknown
1028,,2025-05-07 15:45:00,,,1.0,-218.75,SuperSignal_v6,Buy to Close,,4.04,-222.79,-218.75,Unknown,Unknown
1030,,2025-05-08 07:45:00,,,1.0,-37.5,EMA_Inversion_33,Buy to Close,,4.04,-41.54,-37.5,Unknown,Unknown
1032,,2025-05-08 09:30:00,,,-1.0,-63.75,EMA_Inversion_33,Sell to Close,,4.04,-67.79,-63.75,Unknown,Unknown
1034,,2025-05-08 11:00:00,,,1.0,180.0,SuperSignal_v6,Buy to Close,,4.04,175.96,180.0,Unknown,Unknown
1036,,2025-05-08 12:00:00,,,-1.0,171.25,SuperSignal_v6,Sell to Close,,4.04,167.21,171.25,Unknown,Unknown
1038,,2025-05-08 16:00:00,,,-1.0,-85.0,SuperSignal_v6,Sell to Close,,4.04,-89.04,-85.0,Unknown,Unknown
1040,,2025-05-09 04:15:00,,,1.0,22.5,EMA_Inversion_33,Buy to Close,,4.04,18.46,22.5,Unknown,Unknown
1042,,2025-05-09 06:00:00,,,-1.0,35.0,EMA_Inversion_33,Sell to Close,,4.04,30.96,35.0,Unknown,Unknown
1044,,2025-05-09 07:30:00,,,1.0,-3.75,EMA_Inversion_33,Buy to Close,,4.04,-7.79,-3.75,Unknown,Unknown
1046,,2025-05-09 08:45:00,,,-1.0,57.5,EMA_Inversion_33,Sell to Close,,4.04,53.46,57.5,Unknown,Unknown
1048,,2025-05-11 18:00:00,,,1.0,105.0,SuperSignal_v6,Buy to Close,,4.04,100.96,105.0,Unknown,Unknown
1050,,2025-05-12 03:45:00,,,1.0,42.5,EMA_Inversion_33,Buy to Close,,4.04,38.46,42.5,Unknown,Unknown
1052,,2025-05-12 04:15:00,,,-1.0,-45.0,EMA_Inversion_33,Sell to Close,,4.04,-49.04,-45.0,Unknown,Unknown
1054,,2025-05-12 08:45:00,,,1.0,-141.25,EMA_Inversion_33,Buy to Close,,4.04,-145.29,-141.25,Unknown,Unknown
1056,,2025-05-12 16:00:00,,,-1.0,70.0,SuperSignal_v6,Sell to Close,,4.04,65.96,70.0,Unknown,Unknown
1058,,2025-05-13 06:00:00,,,-1.0,38.75,EMA_Inversion_33,Sell to Close,,4.04,34.71,38.75,Unknown,Unknown
1060,,2025-05-13 09:30:00,,,1.0,-98.75,EMA_Inversion_33,Buy to Close,,4.04,-102.79,-98.75,Unknown,Unknown
1062,,2025-05-13 10:15:00,,,-1.0,192.5,SuperSignal_v6,Sell to Close,,4.04,188.46,192.5,Unknown,Unknown
1064,,2025-05-13 16:00:00,,,-1.0,-61.25,SuperSignal_v6,Sell to Close,,4.04,-65.29,-61.25,Unknown,Unknown
1066,,2025-05-14 03:30:00,,,1.0,58.75,EMA_Inversion_33,Buy to Close,,4.04,54.71,58.75,Unknown,Unknown
1068,,2025-05-14 04:00:00,,,-1.0,25.0,EMA_Inversion_33,Sell to Close,,4.04,20.96,25.0,Unknown,Unknown
1070,,2025-05-14 05:00:00,,,1.0,21.25,EMA_Inversion_33,Buy to Close,,4.04,17.21,21.25,Unknown,Unknown
1072,,2025-05-14 07:15:00,,,-1.0,37.5,EMA_Inversion_33,Sell to Close,,4.04,33.46,37.5,Unknown,Unknown
1074,,2025-05-14 13:30:00,,,1.0,92.5,SuperSignal_v6,Buy to Close,,4.04,88.46,92.5,Unknown,Unknown
1076,,2025-05-14 18:00:00,,,1.0,2.5,SuperSignal_v6,Buy to Close,,4.04,-1.54,2.5,Unknown,Unknown
1078,,2025-05-15 06:00:00,,,-1.0,-11.25,EMA_Inversion_33,Sell to Close,,4.04,-15.29,-11.25,Unknown,Unknown
1080,,2025-05-15 06:45:00,,,1.0,21.25,EMA_Inversion_33,Buy to Close,,4.04,17.21,21.25,Unknown,Unknown
1082,,2025-05-15 08:00:00,,,-1.0,35.0,EMA_Inversion_33,Sell to Close,,4.04,30.96,35.0,Unknown,Unknown
1084,,2025-05-15 09:30:00,,,1.0,-22.5,EMA_Inversion_33,Buy to Close,,4.04,-26.54,-22.5,Unknown,Unknown
1086,,2025-05-15 11:30:00,,,-1.0,140.0,SuperSignal_v6,Sell to Close,,4.04,135.96,140.0,Unknown,Unknown
1088,,2025-05-15 15:30:00,,,-1.0,-61.25,SuperSignal_v6,Sell to Close,,4.04,-65.29,-61.25,Unknown,Unknown
1090,,2025-05-16 09:00:00,,,1.0,-37.5,EMA_Inversion_33,Buy to Close,,4.04,-41.54,-37.5,Unknown,Unknown
1092,,2025-05-16 13:30:00,,,-1.0,103.75,SuperSignal_v6,Sell to Close,,4.04,99.71,103.75,Unknown,Unknown
1094,,2025-05-19 05:30:00,,,-1.0,7.5,EMA_Inversion_33,Sell to Close,,4.04,3.46,7.5,Unknown,Unknown
1096,,2025-05-19 06:15:00,,,1.0,33.75,EMA_Inversion_33,Buy to Close,,4.04,29.71,33.75,Unknown,Unknown
1098,,2025-05-19 06:45:00,,,-1.0,55.0,EMA_Inversion_33,Sell to Close,,4.04,50.96,55.0,Unknown,Unknown
1100,,2025-05-19 09:15:00,,,1.0,12.5,EMA_Inversion_33,Buy to Close,,4.04,8.46,12.5,Unknown,Unknown
1102,,2025-05-19 09:30:00,,,-1.0,26.25,EMA_Inversion_33,Sell to Close,,4.04,22.21,26.25,Unknown,Unknown
1104,,2025-05-20 03:45:00,,,1.0,-245.0,EMA_Inversion_33,Buy to Close,,4.04,-249.04,-245.0,Unknown,Unknown
1106,,2025-05-20 07:00:00,,,-1.0,46.25,EMA_Inversion_33,Sell to Close,,4.04,42.21,46.25,Unknown,Unknown
1108,,2025-05-20 13:15:00,,,1.0,11.25,SuperSignal_v6,Buy to Close,,4.04,7.21,11.25,Unknown,Unknown
1110,,2025-05-20 15:15:00,,,1.0,62.5,SuperSignal_v6,Buy to Close,,4.04,58.46,62.5,Unknown,Unknown
1112,,2025-05-21 04:45:00,,,-1.0,-30.0,EMA_Inversion_33,Sell to Close,,4.04,-34.04,-30.0,Unknown,Unknown
1114,,2025-05-21 05:15:00,,,1.0,2.5,EMA_Inversion_33,Buy to Close,,4.04,-1.54,2.5,Unknown,Unknown
1116,,2025-05-21 07:00:00,,,-1.0,-25.0,EMA_Inversion_33,Sell to Close,,4.04,-29.04,-25.0,Unknown,Unknown
1118,,2025-05-21 08:45:00,,,1.0,-1.25,EMA_Inversion_33,Buy to Close,,4.04,-5.29,-1.25,Unknown,Unknown
1120,,2025-05-21 13:00:00,,,-1.0,181.25,SuperSignal_v6,Sell to Close,,4.04,177.21,181.25,Unknown,Unknown
1122,,2025-05-21 15:15:00,,,1.0,157.5,SuperSignal_v6,Buy to Close,,4.04,153.46,157.5,Unknown,Unknown
1124,,2025-05-22 07:00:00,,,1.0,18.75,EMA_Inversion_33,Buy to Close,,4.04,14.71,18.75,Unknown,Unknown
1126,,2025-05-22 08:45:00,,,-1.0,-96.25,EMA_Inversion_33,Sell to Close,,4.04,-100.29,-96.25,Unknown,Unknown
1128,,2025-05-22 09:00:00,,,1.0,-70.0,EMA_Inversion_33,Buy to Close,,4.04,-74.04,-70.0,Unknown,Unknown
1130,,2025-05-22 09:15:00,,,-1.0,11.25,EMA_Inversion_33,Sell to Close,,4.04,7.21,11.25,Unknown,Unknown
1132,,2025-05-23 05:15:00,,,1.0,23.75,EMA_Inversion_33,Buy to Close,,4.04,19.71,23.75,Unknown,Unknown
1134,,2025-05-23 06:00:00,,,-1.0,3.75,EMA_Inversion_33,Sell to Close,,4.04,-0.29000000000000004,3.75,Unknown,Unknown
1136,,2025-05-23 06:15:00,,,1.0,21.25,EMA_Inversion_33,Buy to Close,,4.04,17.21,21.25,Unknown,Unknown
1138,,2025-05-23 08:30:00,,,-1.0,-365.0,EMA_Inversion_33,Sell to Close,,4.04,-369.04,-365.0,Unknown,Unknown
1140,,2025-05-23 08:45:00,,,1.0,5.0,EMA_Inversion_33,Buy to Close,,4.04,0.96,5.0,Unknown,Unknown
1142,,2025-05-23 13:30:00,,,-1.0,270.0,SuperSignal_v6,Sell to Close,,4.04,265.96,270.0,Unknown,Unknown
1144,,2025-05-27 04:00:00,,,1.0,-102.5,EMA_Inversion_33,Buy to Close,,4.04,-106.54,-102.5,Unknown,Unknown
1146,,2025-05-27 04:15:00,,,-1.0,-2.5,EMA_Inversion_33,Sell to Close,,4.04,-6.54,-2.5,Unknown,Unknown
1148,,2025-05-27 08:45:00,,,1.0,80.0,EMA_Inversion_33,Buy to Close,,4.04,75.96,80.0,Unknown,Unknown
1150,,2025-05-27 09:30:00,,,-1.0,-20.0,EMA_Inversion_33,Sell to Close,,4.04,-24.04,-20.0,Unknown,Unknown
1152,,2025-05-28 03:30:00,,,1.0,-193.75,EMA_Inversion_33,Buy to Close,,4.04,-197.79,-193.75,Unknown,Unknown
1154,,2025-05-28 06:45:00,,,-1.0,66.25,EMA_Inversion_33,Sell to Close,,4.04,62.21,66.25,Unknown,Unknown
1156,,2025-05-28 09:30:00,,,1.0,-12.5,EMA_Inversion_33,Buy to Close,,4.04,-16.54,-12.5,Unknown,Unknown
1158,,2025-05-29 03:45:00,,,-1.0,301.25,EMA_Inversion_33,Sell to Close,,4.04,297.21,301.25,Unknown,Unknown
1160,,2025-05-29 04:30:00,,,1.0,33.75,EMA_Inversion_33,Buy to Close,,4.04,29.71,33.75,Unknown,Unknown
1162,,2025-05-30 04:15:00,,,-1.0,-378.75,EMA_Inversion_33,Sell to Close,,4.04,-382.79,-378.75,Unknown,Unknown
1164,,2025-05-30 08:15:00,,,1.0,146.25,EMA_Inversion_33,Buy to Close,,4.04,142.21,146.25,Unknown,Unknown
1166,,2025-05-30 08:45:00,,,-1.0,72.5,EMA_Inversion_33,Sell to Close,,4.04,68.46,72.5,Unknown,Unknown
1168,,2025-05-30 09:00:00,,,1.0,22.5,EMA_Inversion_33,Buy to Close,,4.04,18.46,22.5,Unknown,Unknown
1170,,2025-05-30 12:30:00,,,-1.0,-46.25,SuperSignal_v6,Sell to Close,,4.04,-50.29,-46.25,Unknown,Unknown
1172,,2025-06-01 18:00:00,,,-1.0,-15.0,SuperSignal_v6,Sell to Close,,4.04,-19.04,-15.0,Unknown,Unknown
1174,,2025-06-02 03:45:00,,,-1.0,55.0,EMA_Inversion_33,Sell to Close,,4.04,50.96,55.0,Unknown,Unknown
1176,,2025-06-02 04:00:00,,,1.0,-2.5,EMA_Inversion_33,Buy to Close,,4.04,-6.54,-2.5,Unknown,Unknown
1178,,2025-06-02 04:15:00,,,-1.0,50.0,EMA_Inversion_33,Sell to Close,,4.04,45.96,50.0,Unknown,Unknown
1180,,2025-06-02 05:15:00,,,1.0,45.0,EMA_Inversion_33,Buy to Close,,4.04,40.96,45.0,Unknown,Unknown
1182,,2025-06-02 07:00:00,,,-1.0,42.5,EMA_Inversion_33,Sell to Close,,4.04,38.46,42.5,Unknown,Unknown
1184,,2025-06-02 09:30:00,,,1.0,-36.25,EMA_Inversion_33,Buy to Close,,4.04,-40.29,-36.25,Unknown,Unknown
1186,,2025-06-02 14:30:00,,,-1.0,187.5,SuperSignal_v6,Sell to Close,,4.04,183.46,187.5,Unknown,Unknown
1188,,2025-06-03 05:45:00,,,-1.0,55.0,EMA_Inversion_33,Sell to Close,,4.04,50.96,55.0,Unknown,Unknown
1190,,2025-06-03 06:15:00,,,1.0,18.75,EMA_Inversion_33,Buy to Close,,4.04,14.71,18.75,Unknown,Unknown
1192,,2025-06-03 06:45:00,,,-1.0,28.75,EMA_Inversion_33,Sell to Close,,4.04,24.71,28.75,Unknown,Unknown
1194,,2025-06-03 09:30:00,,,1.0,-86.25,EMA_Inversion_33,Buy to Close,,4.04,-90.29,-86.25,Unknown,Unknown
1196,,2025-06-03 11:45:00,,,-1.0,150.0,SuperSignal_v6,Sell to Close,,4.04,145.96,150.0,Unknown,Unknown
1198,,2025-06-03 18:00:00,,,-1.0,-11.25,SuperSignal_v6,Sell to Close,,4.04,-15.29,-11.25,Unknown,Unknown
1200,,2025-06-04 08:30:00,,,1.0,18.75,EMA_Inversion_33,Buy to Close,,4.04,14.71,18.75,Unknown,Unknown
1202,,2025-06-05 03:30:00,,,-1.0,60.0,EMA_Inversion_33,Sell to Close,,4.04,55.96,60.0,Unknown,Unknown
1204,,2025-06-05 05:15:00,,,1.0,32.5,EMA_Inversion_33,Buy to Close,,4.04,28.46,32.5,Unknown,Unknown
1206,,2025-06-05 05:45:00,,,-1.0,13.75,EMA_Inversion_33,Sell to Close,,4.04,9.71,13.75,Unknown,Unknown
1208,,2025-06-05 07:15:00,,,1.0,43.75,EMA_Inversion_33,Buy to Close,,4.04,39.71,43.75,Unknown,Unknown
1210,,2025-06-05 09:00:00,,,-1.0,70.0,EMA_Inversion_33,Sell to Close,,4.04,65.96,70.0,Unknown,Unknown
1212,,2025-06-05 09:30:00,,,1.0,-13.75,EMA_Inversion_33,Buy to Close,,4.04,-17.79,-13.75,Unknown,Unknown
1214,,2025-06-05 13:00:00,,,-1.0,-77.5,SuperSignal_v6,Sell to Close,,4.04,-81.54,-77.5,Unknown,Unknown
1216,,2025-06-05 15:30:00,,,1.0,151.25,SuperSignal_v6,Buy to Close,,4.04,147.21,151.25,Unknown,Unknown
1218,,2025-06-06 14:15:00,,,1.0,-206.25,SuperSignal_v6,Buy to Close,,4.04,-210.29,-206.25,Unknown,Unknown
1220,,2025-06-10 03:15:00,,,1.0,-15.0,EMA_Inversion_33,Buy to Close,,4.04,-19.04,-15.0,Unknown,Unknown
1222,,2025-06-10 04:00:00,,,-1.0,-10.0,EMA_Inversion_33,Sell to Close,,4.04,-14.04,-10.0,Unknown,Unknown
1224,,2025-06-10 04:15:00,,,1.0,37.5,EMA_Inversion_33,Buy to Close,,4.04,33.46,37.5,Unknown,Unknown
1226,,2025-06-10 04:45:00,,,-1.0,53.75,EMA_Inversion_33,Sell to Close,,4.04,49.71,53.75,Unknown,Unknown
1228,,2025-06-11 03:30:00,,,1.0,-93.75,EMA_Inversion_33,Buy to Close,,4.04,-97.79,-93.75,Unknown,Unknown
1230,,2025-06-11 04:00:00,,,-1.0,31.25,EMA_Inversion_33,Sell to Close,,4.04,27.21,31.25,Unknown,Unknown
1232,,2025-06-11 08:45:00,,,1.0,-148.75,EMA_Inversion_33,Buy to Close,,4.04,-152.79,-148.75,Unknown,Unknown
1234,,2025-06-11 09:00:00,,,-1.0,-18.75,EMA_Inversion_33,Sell to Close,,4.04,-22.79,-18.75,Unknown,Unknown
1236,,2025-06-11 09:15:00,,,1.0,15.0,EMA_Inversion_33,Buy to Close,,4.04,10.96,15.0,Unknown,Unknown
1238,,2025-06-11 12:15:00,,,-1.0,-53.75,SuperSignal_v6,Sell to Close,,4.04,-57.79,-53.75,Unknown,Unknown
