Id,EntryTime,ExitTime,EntryPrice,ExitPrice,Qty,TradePL,BaseStrategy,EntrySide,HoldMins,Commission,NetPL,GrossPL,Direction,Session
1240,,2025-06-11 14:00:00,,,-1.0,-78.75,SuperSignal_v6,Sell to Close,,4.04,-82.79,-78.75,Unknown,Unknown
1242,,2025-06-12 08:45:00,,,-1.0,66.25,EMA_Inversion_33,Sell to Close,,4.04,62.21,66.25,Unknown,Unknown
1244,,2025-06-12 09:30:00,,,1.0,-6.25,EMA_Inversion_33,Buy to Close,,4.04,-10.29,-6.25,Unknown,Unknown
1246,,2025-06-12 18:00:00,,,-1.0,142.5,SuperSignal_v6,Sell to Close,,4.04,138.46,142.5,Unknown,Unknown
1248,,2025-06-13 09:30:00,,,1.0,-120.0,EMA_Inversion_33,Buy to Close,,4.04,-124.04,-120.0,Unknown,Unknown
1250,,2025-06-13 14:30:00,,,-1.0,-23.75,SuperSignal_v6,Sell to Close,,4.04,-27.79,-23.75,Unknown,Unknown
1252,,2025-06-16 05:45:00,,,1.0,47.5,EMA_Inversion_33,Buy to Close,,4.04,43.46,47.5,Unknown,Unknown
1254,,2025-06-16 06:15:00,,,-1.0,21.25,EMA_Inversion_33,Sell to Close,,4.04,17.21,21.25,Unknown,Unknown
1256,,2025-06-17 03:15:00,,,1.0,0.0,EMA_Inversion_33,Buy to Close,,4.04,-4.04,0.0,Unknown,Unknown
1258,,2025-06-17 07:15:00,,,-1.0,3.75,EMA_Inversion_33,Sell to Close,,4.04,-0.29000000000000004,3.75,Unknown,Unknown
1260,,2025-06-17 09:30:00,,,1.0,-23.75,EMA_Inversion_33,Buy to Close,,4.04,-27.79,-23.75,Unknown,Unknown
1262,,2025-06-17 13:00:00,,,-1.0,-15.0,SuperSignal_v6,Sell to Close,,4.04,-19.04,-15.0,Unknown,Unknown
1264,,2025-06-17 14:00:00,,,1.0,75.0,SuperSignal_v6,Buy to Close,,4.04,70.96,75.0,Unknown,Unknown
1266,,2025-06-18 07:00:00,,,1.0,80.0,EMA_Inversion_33,Buy to Close,,4.04,75.96,80.0,Unknown,Unknown
1268,,2025-06-18 07:45:00,,,-1.0,56.25,EMA_Inversion_33,Sell to Close,,4.04,52.21,56.25,Unknown,Unknown
1270,,2025-06-18 08:45:00,,,1.0,15.0,EMA_Inversion_33,Buy to Close,,4.04,10.96,15.0,Unknown,Unknown
1272,,2025-06-18 09:30:00,,,-1.0,6.25,EMA_Inversion_33,Sell to Close,,4.04,2.21,6.25,Unknown,Unknown
1274,,2025-06-19 03:15:00,,,1.0,156.25,EMA_Inversion_33,Buy to Close,,4.04,152.21,156.25,Unknown,Unknown
1276,,2025-06-19 03:30:00,,,-1.0,-33.75,EMA_Inversion_33,Sell to Close,,4.04,-37.79,-33.75,Unknown,Unknown
1278,,2025-06-19 03:45:00,,,1.0,10.0,EMA_Inversion_33,Buy to Close,,4.04,5.96,10.0,Unknown,Unknown
1280,,2025-06-20 03:30:00,,,-1.0,96.25,EMA_Inversion_33,Sell to Close,,4.04,92.21,96.25,Unknown,Unknown
1282,,2025-06-20 04:45:00,,,1.0,23.75,EMA_Inversion_33,Buy to Close,,4.04,19.71,23.75,Unknown,Unknown
1284,,2025-06-20 07:45:00,,,-1.0,102.5,EMA_Inversion_33,Sell to Close,,4.04,98.46,102.5,Unknown,Unknown
1286,,2025-06-20 11:00:00,,,1.0,122.5,SuperSignal_v6,Buy to Close,,4.04,118.46,122.5,Unknown,Unknown
1288,,2025-06-20 16:15:00,,,1.0,-30.0,SuperSignal_v6,Buy to Close,,4.04,-34.04,-30.0,Unknown,Unknown
1290,,2025-06-23 07:15:00,,,1.0,38.75,EMA_Inversion_33,Buy to Close,,4.04,34.71,38.75,Unknown,Unknown
1292,,2025-06-23 08:15:00,,,-1.0,7.5,EMA_Inversion_33,Sell to Close,,4.04,3.46,7.5,Unknown,Unknown
1294,,2025-06-23 08:30:00,,,1.0,11.25,EMA_Inversion_33,Buy to Close,,4.04,7.21,11.25,Unknown,Unknown
1296,,2025-06-23 09:00:00,,,-1.0,58.75,EMA_Inversion_33,Sell to Close,,4.04,54.71,58.75,Unknown,Unknown
1298,,2025-06-24 07:00:00,,,1.0,-481.25,EMA_Inversion_33,Buy to Close,,4.04,-485.29,-481.25,Unknown,Unknown
1300,,2025-06-24 09:30:00,,,-1.0,-23.75,EMA_Inversion_33,Sell to Close,,4.04,-27.79,-23.75,Unknown,Unknown
1302,,2025-06-25 04:30:00,,,1.0,-131.25,EMA_Inversion_33,Buy to Close,,4.04,-135.29,-131.25,Unknown,Unknown
1304,,2025-06-25 07:45:00,,,-1.0,35.0,EMA_Inversion_33,Sell to Close,,4.04,30.96,35.0,Unknown,Unknown
1306,,2025-06-25 11:00:00,,,1.0,-37.5,SuperSignal_v6,Buy to Close,,4.04,-41.54,-37.5,Unknown,Unknown
1308,,2025-06-25 15:15:00,,,1.0,-3.75,SuperSignal_v6,Buy to Close,,4.04,-7.79,-3.75,Unknown,Unknown
1310,,2025-06-27 09:15:00,,,1.0,-216.25,EMA_Inversion_33,Buy to Close,,4.04,-220.29,-216.25,Unknown,Unknown
1312,,2025-06-27 09:30:00,,,-1.0,-5.0,EMA_Inversion_33,Sell to Close,,4.04,-9.04,-5.0,Unknown,Unknown
1314,,2025-06-27 16:00:00,,,1.0,-73.75,SuperSignal_v6,Buy to Close,,4.04,-77.79,-73.75,Unknown,Unknown
1316,,2025-06-30 08:45:00,,,1.0,23.75,EMA_Inversion_33,Buy to Close,,4.04,19.71,23.75,Unknown,Unknown
1318,,2025-06-30 18:00:00,,,-1.0,2.5,SuperSignal_v6,Sell to Close,,4.04,-1.54,2.5,Unknown,Unknown
1320,,2025-07-01 11:00:00,,,-1.0,-37.5,SuperSignal_v6,Sell to Close,,4.04,-41.54,-37.5,Unknown,Unknown
1322,,2025-07-01 11:30:00,,,1.0,-88.75,SuperSignal_v6,Buy to Close,,4.04,-92.79,-88.75,Unknown,Unknown
1324,,2025-07-01 16:15:00,,,-1.0,20.0,SuperSignal_v6,Sell to Close,,4.04,15.96,20.0,Unknown,Unknown
1326,,2025-07-02 08:00:00,,,-1.0,-28.75,EMA_Inversion_33,Sell to Close,,4.04,-32.79,-28.75,Unknown,Unknown
1328,,2025-07-02 08:45:00,,,1.0,61.25,EMA_Inversion_33,Buy to Close,,4.04,57.21,61.25,Unknown,Unknown
1330,,2025-07-02 10:45:00,,,-1.0,126.25,SuperSignal_v6,Sell to Close,,4.04,122.21,126.25,Unknown,Unknown
1332,,2025-07-03 05:00:00,,,1.0,43.75,EMA_Inversion_33,Buy to Close,,4.04,39.71,43.75,Unknown,Unknown
1334,,2025-07-03 08:00:00,,,-1.0,31.25,EMA_Inversion_33,Sell to Close,,4.04,27.21,31.25,Unknown,Unknown
1336,,2025-07-03 08:45:00,,,1.0,-37.5,EMA_Inversion_33,Buy to Close,,4.04,-41.54,-37.5,Unknown,Unknown
1338,,2025-07-03 09:00:00,,,-1.0,-15.0,EMA_Inversion_33,Sell to Close,,4.04,-19.04,-15.0,Unknown,Unknown
1340,,2025-07-03 09:15:00,,,1.0,-22.5,EMA_Inversion_33,Buy to Close,,4.04,-26.54,-22.5,Unknown,Unknown
1342,,2025-07-03 09:30:00,,,-1.0,16.25,EMA_Inversion_33,Sell to Close,,4.04,12.21,16.25,Unknown,Unknown
1344,,2025-07-04 03:15:00,,,1.0,-25.0,EMA_Inversion_33,Buy to Close,,4.04,-29.04,-25.0,Unknown,Unknown
1346,,2025-07-07 05:45:00,,,-1.0,7.5,EMA_Inversion_33,Sell to Close,,4.04,3.46,7.5,Unknown,Unknown
1348,,2025-07-07 09:00:00,,,1.0,-16.25,EMA_Inversion_33,Buy to Close,,4.04,-20.29,-16.25,Unknown,Unknown
1350,,2025-07-07 10:15:00,,,-1.0,-35.0,Inversion_33_TimeGate_SOL,Sell to Close,,4.04,-39.04,-35.0,Unknown,Unknown
1352,,2025-07-07 12:00:00,,,1.0,61.25,SuperSignal_v6,Buy to Close,,4.04,57.21,61.25,Unknown,Unknown
1354,,2025-07-07 18:00:00,,,1.0,8.75,SuperSignal_v6,Buy to Close,,4.04,4.71,8.75,Unknown,Unknown
1356,,2025-07-08 06:30:00,,,1.0,25.0,EMA_Inversion_33,Buy to Close,,4.04,20.96,25.0,Unknown,Unknown
1358,,2025-07-08 07:15:00,,,-1.0,31.25,EMA_Inversion_33,Sell to Close,,4.04,27.21,31.25,Unknown,Unknown
1360,,2025-07-08 10:45:00,,,1.0,17.5,SuperSignal_v6,Buy to Close,,4.04,13.46,17.5,Unknown,Unknown
1362,,2025-07-08 12:30:00,,,1.0,-66.25,SuperSignal_v6,Buy to Close,,4.04,-70.29,-66.25,Unknown,Unknown
1364,,2025-07-08 18:00:00,,,1.0,-1.25,SuperSignal_v6,Buy to Close,,4.04,-5.29,-1.25,Unknown,Unknown
1366,,2025-07-09 03:30:00,,,-1.0,-7.5,EMA_Inversion_33,Sell to Close,,4.04,-11.54,-7.5,Unknown,Unknown
1368,,2025-07-09 09:30:00,,,1.0,-128.75,EMA_Inversion_33,Buy to Close,,4.04,-132.79,-128.75,Unknown,Unknown
1370,,2025-07-10 04:15:00,,,-1.0,6.25,EMA_Inversion_33,Sell to Close,,4.04,2.21,6.25,Unknown,Unknown
1372,,2025-07-10 09:30:00,,,1.0,-55.0,EMA_Inversion_33,Buy to Close,,4.04,-59.04,-55.0,Unknown,Unknown
1374,,2025-07-10 13:15:00,,,-1.0,100.0,SuperSignal_v6,Sell to Close,,4.04,95.96,100.0,Unknown,Unknown
1376,,2025-07-11 08:00:00,,,-1.0,-33.75,EMA_Inversion_33,Sell to Close,,4.04,-37.79,-33.75,Unknown,Unknown
1378,,2025-07-11 08:30:00,,,1.0,22.5,EMA_Inversion_33,Buy to Close,,4.04,18.46,22.5,Unknown,Unknown
1380,,2025-07-11 15:15:00,,,-1.0,68.75,SuperSignal_v6,Sell to Close,,4.04,64.71,68.75,Unknown,Unknown
1382,,2025-07-11 16:15:00,,,-1.0,-53.75,SuperSignal_v6,Sell to Close,,4.04,-57.79,-53.75,Unknown,Unknown
1384,,2025-07-14 04:00:00,,,-1.0,62.5,EMA_Inversion_33,Sell to Close,,4.04,58.46,62.5,Unknown,Unknown
1386,,2025-07-14 09:30:00,,,1.0,-88.75,EMA_Inversion_33,Buy to Close,,4.04,-92.79,-88.75,Unknown,Unknown
1388,,2025-07-14 18:00:00,,,-1.0,75.0,SuperSignal_v6,Sell to Close,,4.04,70.96,75.0,Unknown,Unknown
1390,,2025-07-15 08:30:00,,,1.0,15.0,EMA_Inversion_33,Buy to Close,,4.04,10.96,15.0,Unknown,Unknown
1392,,2025-07-15 09:15:00,,,-1.0,47.5,EMA_Inversion_33,Sell to Close,,4.04,43.46,47.5,Unknown,Unknown
1394,,2025-07-15 11:00:00,,,1.0,181.25,SuperSignal_v6,Buy to Close,,4.04,177.21,181.25,Unknown,Unknown
1396,,2025-07-15 15:00:00,,,1.0,46.25,SuperSignal_v6,Buy to Close,,4.04,42.21,46.25,Unknown,Unknown
1398,,2025-07-16 09:30:00,,,1.0,-88.75,EMA_Inversion_33,Buy to Close,,4.04,-92.79,-88.75,Unknown,Unknown
1400,,2025-07-16 18:00:00,,,-1.0,5.0,SuperSignal_v6,Sell to Close,,4.04,0.96,5.0,Unknown,Unknown
1402,,2025-07-17 07:45:00,,,1.0,42.5,EMA_Inversion_33,Buy to Close,,4.04,38.46,42.5,Unknown,Unknown
1404,,2025-07-17 09:00:00,,,-1.0,71.25,EMA_Inversion_33,Sell to Close,,4.04,67.21,71.25,Unknown,Unknown
1406,,2025-07-18 04:00:00,,,1.0,-158.75,EMA_Inversion_33,Buy to Close,,4.04,-162.79,-158.75,Unknown,Unknown
1408,,2025-07-18 09:15:00,,,-1.0,28.75,EMA_Inversion_33,Sell to Close,,4.04,24.71,28.75,Unknown,Unknown
1410,,2025-07-18 09:30:00,,,1.0,-1.25,EMA_Inversion_33,Buy to Close,,4.04,-5.29,-1.25,Unknown,Unknown
1412,,2025-07-21 03:15:00,,,-1.0,-10.0,EMA_Inversion_33,Sell to Close,,4.04,-14.04,-10.0,Unknown,Unknown
1414,,2025-07-21 08:45:00,,,1.0,15.0,EMA_Inversion_33,Buy to Close,,4.04,10.96,15.0,Unknown,Unknown
1416,,2025-07-21 11:45:00,,,-1.0,131.25,SuperSignal_v6,Sell to Close,,4.04,127.21,131.25,Unknown,Unknown
1418,,2025-07-21 14:45:00,,,-1.0,-10.0,SuperSignal_v6,Sell to Close,,4.04,-14.04,-10.0,Unknown,Unknown
1420,,2025-07-22 08:00:00,,,-1.0,42.5,EMA_Inversion_33,Sell to Close,,4.04,38.46,42.5,Unknown,Unknown
1422,,2025-07-22 09:30:00,,,1.0,-7.5,EMA_Inversion_33,Buy to Close,,4.04,-11.54,-7.5,Unknown,Unknown
1424,,2025-07-22 18:00:00,,,-1.0,-2.5,SuperSignal_v6,Sell to Close,,4.04,-6.54,-2.5,Unknown,Unknown
1426,,2025-07-23 12:00:00,,,1.0,-36.25,SuperSignal_v6,Buy to Close,,4.04,-40.29,-36.25,Unknown,Unknown
1428,,2025-07-24 03:30:00,,,1.0,30.0,EMA_Inversion_33,Buy to Close,,4.04,25.96,30.0,Unknown,Unknown
1430,,2025-07-24 05:30:00,,,-1.0,35.0,EMA_Inversion_33,Sell to Close,,4.04,30.96,35.0,Unknown,Unknown
1432,,2025-07-24 09:15:00,,,1.0,27.5,EMA_Inversion_33,Buy to Close,,4.04,23.46,27.5,Unknown,Unknown
1434,,2025-07-24 11:00:00,,,-1.0,73.75,Inversion_33_TimeGate_SOL,Sell to Close,,4.04,69.71,73.75,Unknown,Unknown
1435,,2025-07-24 13:15:00,,,-1.0,-50.0,SuperSignal_v6,Sell to Close,,4.04,-54.04,-50.0,Unknown,Unknown
1438,,2025-07-24 16:00:00,,,-1.0,-41.25,SuperSignal_v6,Sell to Close,,4.04,-45.29,-41.25,Unknown,Unknown
1440,,2025-07-25 09:30:00,,,-1.0,-5.0,EMA_Inversion_33,Sell to Close,,4.04,-9.04,-5.0,Unknown,Unknown
1442,,2025-07-28 03:30:00,,,1.0,-212.5,EMA_Inversion_33,Buy to Close,,4.04,-216.54,-212.5,Unknown,Unknown
1444,,2025-07-28 09:30:00,,,-1.0,-93.75,EMA_Inversion_33,Sell to Close,,4.04,-97.79,-93.75,Unknown,Unknown
1446,,2025-07-28 11:45:00,,,1.0,12.5,Inversion_33_TimeGate_SOL,Buy to Close,,4.04,8.46,12.5,Unknown,Unknown
1447,,2025-07-28 13:00:00,,,1.0,0.0,Inversion_33_TimeGate_SOL,Buy to Close,,4.04,-4.04,0.0,Unknown,Unknown
1450,,2025-07-29 09:00:00,,,1.0,-7.5,EMA_Inversion_33,Buy to Close,,4.04,-11.54,-7.5,Unknown,Unknown
1452,,2025-07-29 10:00:00,,,-1.0,-7.5,Inversion_33_TimeGate_SOL,Sell to Close,,4.04,-11.54,-7.5,Unknown,Unknown
1454,,2025-07-29 11:00:00,,,1.0,37.5,SuperSignal_v6,Buy to Close,,4.04,33.46,37.5,Unknown,Unknown
1456,,2025-07-29 18:00:00,,,1.0,10.0,SuperSignal_v6,Buy to Close,,4.04,5.96,10.0,Unknown,Unknown
1458,,2025-07-30 07:00:00,,,-1.0,30.0,EMA_Inversion_33,Sell to Close,,4.04,25.96,30.0,Unknown,Unknown
1460,,2025-07-30 09:00:00,,,1.0,16.25,EMA_Inversion_33,Buy to Close,,4.04,12.21,16.25,Unknown,Unknown
1462,,2025-07-30 11:00:00,,,-1.0,18.75,Inversion_33_TimeGate_SOL,Sell to Close,,4.04,14.71,18.75,Unknown,Unknown
1464,,2025-07-30 12:00:00,,,1.0,-51.25,SuperSignal_v6,Buy to Close,,4.04,-55.29,-51.25,Unknown,Unknown
1465,,2025-07-30 13:45:00,,,-1.0,-33.75,SuperSignal_v6,Sell to Close,,4.04,-37.79,-33.75,Unknown,Unknown
1467,,2025-07-30 14:30:00,,,-1.0,0.0,Inversion_33_TimeGate_SOL,Sell to Close,,4.04,-4.04,0.0,Unknown,Unknown
1470,,2025-07-30 16:15:00,,,1.0,-107.5,SuperSignal_v6,Buy to Close,,4.04,-111.54,-107.5,Unknown,Unknown
1472,,2025-07-31 07:00:00,,,1.0,46.25,EMA_Inversion_33,Buy to Close,,4.04,42.21,46.25,Unknown,Unknown
1474,,2025-07-31 09:30:00,,,-1.0,-25.0,EMA_Inversion_33,Sell to Close,,4.04,-29.04,-25.0,Unknown,Unknown
1476,,2025-07-31 13:30:00,,,1.0,175.0,SuperSignal_v6,Buy to Close,,4.04,170.96,175.0,Unknown,Unknown
1478,,2025-08-01 08:45:00,,,-1.0,-82.5,EMA_Inversion_33,Sell to Close,,4.04,-86.54,-82.5,Unknown,Unknown
1480,,2025-08-01 09:00:00,,,1.0,90.0,EMA_Inversion_33,Buy to Close,,4.04,85.96,90.0,Unknown,Unknown
1482,,2025-08-01 11:30:00,,,-1.0,-221.25,Inversion_33_TimeGate_SOL,Sell to Close,,4.04,-225.29,-221.25,Unknown,Unknown
1483,,2025-08-01 13:00:00,,,1.0,-113.75,SuperSignal_v6,Buy to Close,,4.04,-117.79,-113.75,Unknown,Unknown
1486,,2025-08-03 18:00:00,,,1.0,-13.75,SuperSignal_v6,Buy to Close,,4.04,-17.79,-13.75,Unknown,Unknown
1488,,2025-08-04 09:30:00,,,1.0,-50.0,EMA_Inversion_33,Buy to Close,,4.04,-54.04,-50.0,Unknown,Unknown
1490,,2025-08-04 13:00:00,,,-1.0,233.75,SuperSignal_v6,Sell to Close,,4.04,229.71,233.75,Unknown,Unknown
1492,,2025-08-04 16:00:00,,,-1.0,40.0,SuperSignal_v6,Sell to Close,,4.04,35.96,40.0,Unknown,Unknown
1494,,2025-08-05 06:45:00,,,-1.0,47.5,EMA_Inversion_33,Sell to Close,,4.04,43.46,47.5,Unknown,Unknown
1496,,2025-08-05 09:00:00,,,1.0,36.25,EMA_Inversion_33,Buy to Close,,4.04,32.21,36.25,Unknown,Unknown
1498,,2025-08-06 03:15:00,,,-1.0,-35.0,EMA_Inversion_33,Sell to Close,,4.04,-39.04,-35.0,Unknown,Unknown
1500,,2025-08-06 04:45:00,,,1.0,61.25,EMA_Inversion_33,Buy to Close,,4.04,57.21,61.25,Unknown,Unknown
1502,,2025-08-06 09:30:00,,,-1.0,-48.75,EMA_Inversion_33,Sell to Close,,4.04,-52.79,-48.75,Unknown,Unknown
1504,,2025-08-07 07:00:00,,,1.0,-388.75,EMA_Inversion_33,Buy to Close,,4.04,-392.79,-388.75,Unknown,Unknown
1506,,2025-08-07 07:30:00,,,-1.0,1.25,EMA_Inversion_33,Sell to Close,,4.04,-2.79,1.25,Unknown,Unknown
1508,,2025-08-07 09:45:00,,,1.0,32.5,Inversion_33_TimeGate_SOL,Buy to Close,,4.04,28.46,32.5,Unknown,Unknown
1510,,2025-08-07 11:00:00,,,1.0,82.5,SuperSignal_v6,Buy to Close,,4.04,78.46,82.5,Unknown,Unknown
1512,,2025-08-07 16:00:00,,,1.0,-78.75,SuperSignal_v6,Buy to Close,,4.04,-82.79,-78.75,Unknown,Unknown
1514,,2025-08-08 04:30:00,,,-1.0,23.75,EMA_Inversion_33,Sell to Close,,4.04,19.71,23.75,Unknown,Unknown
1516,,2025-08-08 09:00:00,,,1.0,11.25,EMA_Inversion_33,Buy to Close,,4.04,7.21,11.25,Unknown,Unknown
1518,,2025-08-08 10:45:00,,,-1.0,162.5,SuperSignal_v6,Sell to Close,,4.04,158.46,162.5,Unknown,Unknown
1520,,2025-08-08 16:15:00,,,-1.0,72.5,SuperSignal_v6,Sell to Close,,4.04,68.46,72.5,Unknown,Unknown
1522,,2025-08-11 07:00:00,,,-1.0,36.25,EMA_Inversion_33,Sell to Close,,4.04,32.21,36.25,Unknown,Unknown
1524,,2025-08-11 09:30:00,,,1.0,27.5,EMA_Inversion_33,Buy to Close,,4.04,23.46,27.5,Unknown,Unknown
1526,,2025-08-11 12:15:00,,,-1.0,67.5,SuperSignal_v6,Sell to Close,,4.04,63.46,67.5,Unknown,Unknown
1528,,2025-08-11 15:00:00,,,1.0,58.75,SuperSignal_v6,Buy to Close,,4.04,54.71,58.75,Unknown,Unknown
1530,,2025-08-12 05:15:00,,,1.0,37.5,EMA_Inversion_33,Buy to Close,,4.04,33.46,37.5,Unknown,Unknown
1532,,2025-08-12 08:45:00,,,-1.0,158.75,EMA_Inversion_33,Sell to Close,,4.04,154.71,158.75,Unknown,Unknown
1534,,2025-08-12 09:15:00,,,1.0,51.25,EMA_Inversion_33,Buy to Close,,4.04,47.21,51.25,Unknown,Unknown
1536,,2025-08-12 09:30:00,,,-1.0,0.0,EMA_Inversion_33,Sell to Close,,4.04,-4.04,0.0,Unknown,Unknown
1538,,2025-08-13 09:30:00,,,1.0,-330.0,EMA_Inversion_33,Buy to Close,,4.04,-334.04,-330.0,Unknown,Unknown
1540,,2025-08-13 10:15:00,,,-1.0,-3.75,SuperSignal_v6,Sell to Close,,4.04,-7.79,-3.75,Unknown,Unknown
1542,,2025-08-13 11:30:00,,,1.0,55.0,SuperSignal_v6,Buy to Close,,4.04,50.96,55.0,Unknown,Unknown
1544,,2025-08-13 14:15:00,,,1.0,-30.0,SuperSignal_v6,Buy to Close,,4.04,-34.04,-30.0,Unknown,Unknown
1546,,2025-08-14 05:00:00,,,1.0,11.25,Inversion_33_TimeGate_SOL,Buy to Close,,4.04,7.21,11.25,Unknown,Unknown
1547,,2025-08-14 05:15:00,,,1.0,0.0,Inversion_33_TimeGate_SOL,Buy to Close,,4.04,-4.04,0.0,Unknown,Unknown
